The Hunger Games Trilogy ,2008–2010) ,"series), Suzanne CollinsThe Hunger Games ",2008)* Catching Fire ,2009)** Mockingjay ,2010),,,,,,,,,,,,,,,,,,,,,,
The Hunt for Red October ,"1984), Tom Clancy",,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunter ,"1962), Donald E. Westlake ",as Richard Stark),,,,,,,,,,,,,,,,,,,,,,,,,
The Hustler ,"1959), Walter Tevis",,,,,,,,,,,,,,,,,,,,,,,,,,
I Am Legend ,"1954), Richard Matheson",,,,,,,,,,,,,,,,,,,,,,,,,,
I Am Number Four ,"2010), Pittacus Lore",,,,,,,,,,,,,,,,,,,,,,,,,,
I Know What You Did Last Summer ,"1973), Lois Duncan",,,,,,,,,,,,,,,,,,,,,,,,,,
"I Love You, Beth Cooper ","2007), Larry Doyle",,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Station Zebra ,"1963), Alistair MacLean",,,,,,,,,,,,,,,,,,,,,,,,,,
If I Die Before I Wake ,"1938), Sherwood King",,,,,,,,,,,,,,,,,,,,,,,,,,
The IPCRESS File ,"1962), Len Deighton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Illustrated Man ,"1951), Ray Bradbury",,,,,,,,,,,,,,,,,,,,,,,,,,
Im Westen Nichts Neues ,All Quiet on the Western Front) ,"1929), Erich Maria Remarque",,,,,,,,,,,,,,,,,,,,,,,,,
Imagining Argentina ,"1987), Lawrence Thornton",,,,,,,,,,,,,,,,,,,,,,,,,,
"Immortality, Inc. ","1959), Robert Sheckley",,,,,,,,,,,,,,,,,,,,,,,,,,
An Imperfect Lover ,"1928), Robert Gore-Browne",,,,,,,,,,,,,,,,,,,,,,,,,,
In Country ,"1985), Bobbie Ann Mason",,,,,,,,,,,,,,,,,,,,,,,,,,
The Incredible Journey ,"1961), Sheila Burnford",,,,,,,,,,,,,,,,,,,,,,,,,,
Incubus ,"1976), Ray Russell",,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Country ,"1953), Dorothy M. Johnson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Innocent ,"1990), Ian McEwan",,,,,,,,,,,,,,,,,,,,,,,,,,
In Search of the Castaways ,The Children of Captain Grant) ,1867–1868) ,"serial), ",1873) ,"novel), Jules Verne",,,,,,,,,,,,,,,,,,,,,,
Instruct My Sorrows ,"1942), Clare Jaynes",,,,,,,,,,,,,,,,,,,,,,,,,,
Interview with the Vampire ,"1976), Anne Rice",,,,,,,,,,,,,,,,,,,,,,,,,,
The Investigation ,"1977), Dorothy Uhnak",,,,,,,,,,,,,,,,,,,,,,,,,,
The Invisible Man ,"1897), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
In the Heat of the Night ,"1965), John Bell",,,,,,,,,,,,,,,,,,,,,,,,,,
In This House of Brede ,"1969), Rumer Godden",,,,,,,,,,,,,,,,,,,,,,,,,,
The Iron Man ,"1968), Ted Hughes",,,,,,,,,,,,,,,,,,,,,,,,,,
The Iron Trail ,"1913), Rex Beach",,,,,,,,,,,,,,,,,,,,,,,,,,
The Island ,"1979), Peter Benchley",,,,,,,,,,,,,,,,,,,,,,,,,,
Island in the Sky ,"1944), Ernest K. Gann",,,,,,,,,,,,,,,,,,,,,,,,,,
The Island of Doctor Moreau ,"1896), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
Islands in the Stream ,"1970), Ernest Hemingway",,,,,,,,,,,,,,,,,,,,,,,,,,
It ,"1986), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
It Can't Happen Here ,"1935), Sinclair Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
Ivanhoe ,"1820), Sir Walter Scott",,,,,,,,,,,,,,,,,,,,,,,,,,
Jack in the Box ,"1980), William Kotzwinkle",,,,,,,,,,,,,,,,,,,,,,,,,,
Jack's Return Home ,"1970), Ted Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
James and the Giant Peach ,"1961), Roald Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,
Jane Eyre ,"1847), Charlotte Brontë ",as Currer Bell),,,,,,,,,,,,,,,,,,,,,,,,,
Jassy ,"1944), Norah Lofts",,,,,,,,,,,,,,,,,,,,,,,,,,
Jaws ,"1974), Peter Benchley",,,,,,,,,,,,,,,,,,,,,,,,,,
Jean le Bleu ,"1932), Jean Giono",,,,,,,,,,,,,,,,,,,,,,,,,,
The Jewel of Seven Stars ,"1903), Bram Stoker",,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Kane ,"1970), Joseph P. Brown",,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy the Kid ,"1967), Donald E. Westlake ",as Richard Stark),,,,,,,,,,,,,,,,,,,,,,,,,
Jitter Joint ,"1999), Howard Swindle",,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Tremain ,"1944), Esther Forbes",,,,,,,,,,,,,,,,,,,,,,,,,,
Josepha ,"1981), Christopher Frank",,,,,,,,,,,,,,,,,,,,,,,,,,
Journal d'un curé de campagne ,"1936), Georges Bernanos",,,,,,,,,,,,,,,,,,,,,,,,,,
A Journey to Matecumbe ,"1961), Robert Lewis Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to Shiloh ,"1960), Henry Wilson Allen",,,,,,,,,,,,,,,,,,,,,,,,,,
Journey to the West ,"1590s), Wu Cheng'en",,,,,,,,,,,,,,,,,,,,,,,,,,
The Joy Luck Club ,"1989), Amy Tan",,,,,,,,,,,,,,,,,,,,,,,,,,
Jude the Obscure ,"1895), Thomas Hardy",,,,,,,,,,,,,,,,,,,,,,,,,,
A Judgement in Stone ,"1977), Ruth Rendell",,,,,,,,,,,,,,,,,,,,,,,,,,
The Juggler ,"1965), Donald E. Westlake ",as Richard Stark),,,,,,,,,,,,,,,,,,,,,,,,,
Jumanji ,"1981), Chris Van Allsburg",,,,,,,,,,,,,,,,,,,,,,,,,,
The Jungle Book ,"1894), Rudyard Kipling* The Second Jungle Book ","1895), Rudyard Kipling",,,,,,,,,,,,,,,,,,,,,,,,,
Jupiter Laughs ,"1940), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
Jurassic Park ,"1990), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Jungle ,"1906), Upton Sinclair",,,,,,,,,,,,,,,,,,,,,,,,,,
Justine ,"1957), Lawrence Durrell",,,,,,,,,,,,,,,,,,,,,,,,,,
Kaitei Gunkan ,"1902–1907), Shunro OshikawaKaitei Okoku ","1931), Shigeru Komatsuzaki",,,,,,,,,,,,,,,,,,,,,,,,,
Kami no Tsuki ,"2012), Mitsuyo Kakuta",,,,,,,,,,,,,,,,,,,,,,,,,,
Kenka erejii ,"1963), Takashi Suzuki",,,,,,,,,,,,,,,,,,,,,,,,,,
The Keys of the Kingdom ,"1941), A. J. Cronin",,,,,,,,,,,,,,,,,,,,,,,,,,
Khamphiphaksa ,The Judgment) ,"1981), Chart Korbjitti",,,,,,,,,,,,,,,,,,,,,,,,,
Kidnapped ,"1886), Robert Louis Stevenson",,,,,,,,,,,,,,,,,,,,,,,,,,
The King's Damosel ,"1976), Vera Chapman",,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Row ,"1940), Henry Bellamann",,,,,,,,,,,,,,,,,,,,,,,,,,
King Solomon's Mines ,"1885), Sir H. Rider Haggard",,,,,,,,,,,,,,,,,,,,,,,,,,
King's Ransom ,"1959), Evan Hunter ",as Ed McBain),,,,,,,,,,,,,,,,,,,,,,,,,
Kings Go Forth ,"1956), Joe David Brown",,,,,,,,,,,,,,,,,,,,,,,,,,
Kings Row ,"1940), Henry Bellamann",,,,,,,,,,,,,,,,,,,,,,,,,,
The Killer Angels ,"1974), Michael Shaara",,,,,,,,,,,,,,,,,,,,,,,,,,
The Killer Inside Me ,"1952), Jim Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,
Kipps ,"1905), H. G. Wells",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirishima, bukatsu yamerutteyo ","2010), Ryo Asai",,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss of the Spider Woman ,"1976), Manuel Puig",,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss the Girls ,"1995), James Patterson",,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss Tomorrow Goodbye ,"1948), Horace McCoy",,,,,,,,,,,,,,,,,,,,,,,,,,
The Klansman ,"1967), William Bradford Huie",,,,,,,,,,,,,,,,,,,,,,,,,,
Kolchak: The Kolchak Papers ,"1970), Jeff Rice",,,,,,,,,,,,,,,,,,,,,,,,,,
Kowloon Tong ,"1997), Paul Theroux",,,,,,,,,,,,,,,,,,,,,,,,,,
Kuroi Ame ,Black Rain) ,"1966), Masuji Ibuse",,,,,,,,,,,,,,,,,,,,,,,,,
L.A. Confidential ,"1990), James Ellroy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lad, A Dog ","1919), Albert Payson Terhune",,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Audley's Secret ,"1862), Mary Elizabeth Braddon",,,,,,,,,,,,,,,,,,,,,,,,,,
Lady L ,"1958), Romain Gary",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lady of the Camellias ,"1848), Alexandre Dumas, fils",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lair of the White Worm ,"1911), Bram Stoker",,,,,,,,,,,,,,,,,,,,,,,,,,
La lampe dans la fenêtre ,"1972), Pauline Cadieux",,,,,,,,,,,,,,,,,,,,,,,,,,
The Land That Time Forgot ,"1918), Edgar Rice Burroughs",,,,,,,,,,,,,,,,,,,,,,,,,,
Lassie Come-Home ,"1940), Eric Knight",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Days of Pompeii ,"1834), Edward Bulwer-Lytton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Detail ,"1970), Darryl Ponicsan",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Hunt ,"1954), Milton Lott",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last of the Duanes ,1913) ,"written), ",1996) ,"published), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,
The Last of the Mohicans ,"1826), James Fenimore Cooper",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Picture Show ,"1966), Larry McMurtry",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Ride ,"1996), Thomas Eidson",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Song ,"2009), Nicholas Sparks",,,,,,,,,,,,,,,,,,,,,,,,,,
Last Stand at Papago Wells ,"1957), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,,
Last Stand at Saber River ,"1959), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Unicorn ,"1968), Peter S. Beagle",,,,,,,,,,,,,,,,,,,,,,,,,,
The Late George Apley ,"1937), John P. Marquand",,,,,,,,,,,,,,,,,,,,,,,,,,
Lay This Laurel ,"1973), Lincoln Kirstein",,,,,,,,,,,,,,,,,,,,,,,,,,
Layer Cake ,"2000), J. J. Connolly",,,,,,,,,,,,,,,,,,,,,,,,,,
Laura ,1942) ,"serial), ",1943) ,"novel), Vera Caspary",,,,,,,,,,,,,,,,,,,,,,,
Law and Order ,"1973), Dorothy Uhnako",,,,,,,,,,,,,,,,,,,,,,,,,,
The Law at Randado ,"1954), Elmore Leonard",,,,,,,,,,,,,,,,,,,,,,,,,,
Law Man ,"1955), Lauran Paine",,,,,,,,,,,,,,,,,,,,,,,,,,
Lawyer Man ,"1932), Max Trell",,,,,,,,,,,,,,,,,,,,,,,,,,
Leaving Cheyenne ,"1963), Larry McMurtry",,,,,,,,,,,,,,,,,,,,,,,,,,
The Ledger ,"1970), Dorothy Uhnak",,,,,,,,,,,,,,,,,,,,,,,,,,
Left Behind ,1995–2007) ,"series), Tim LaHaye and Jerry B. Jenkins",,,,,,,,,,,,,,,,,,,,,,,,,
Legion ,"1983), William Peter Blatty",,,,,,,,,,,,,,,,,,,,,,,,,,
Lemonade Mouth ,"2007), Mark Peter Hughes",,,,,,,,,,,,,,,,,,,,,,,,,,
The Leopard ,"1958), Giuseppe Tomasi di Lampedusa",,,,,,,,,,,,,,,,,,,,,,,,,,
Less Than Zero ,"1985), Bret Easton Ellis",,,,,,,,,,,,,,,,,,,,,,,,,,
Let the Right One In ,Låt den rätte komma in) ,"2004), John Ajvide Lindqvist",,,,,,,,,,,,,,,,,,,,,,,,,
Letter to Five Wives ,"1946), John Klempner",,,,,,,,,,,,,,,,,,,,,,,,,,
Let Me Count the Ways ,"1965), Peter De Vries",,,,,,,,,,,,,,,,,,,,,,,,,,
Les Liaisons dangereuses ,The Dangerous Liaisons) ,"1782), Pierre Choderlos de Laclos",,,,,,,,,,,,,,,,,,,,,,,,,
The Life Before Us ,a. k. a. Momo) ,"1975), Romain Gary ",as Émile Ajar),,,,,,,,,,,,,,,,,,,,,,,,
Life of Pi  ,"2001), Yann Martel",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lincoln Lawyer ,"2005), Michael Connelly",,,,,,,,,,,,,,,,,,,,,,,,,,
A Lion Is in the Streets ,"1945), Adria Locke Langley",,,,,,,,,,,,,,,,,,,,,,,,,,
Little Dorrit ,1855–1857) ,"serial), ",1857) ,"novel), Charles Dickens",,,,,,,,,,,,,,,,,,,,,,,
The Lizard's Tail ,"1979), Marc Brandell",,,,,,,,,,,,,,,,,,,,,,,,,,
Eine Liebe in Deutschland ,A Love in Germany) ,"1978), Rolf Hochhuth",,,,,,,,,,,,,,,,,,,,,,,,,
"The Life and Opinions of Tristram Shandy, Gentleman ","1759–1767), Laurence Sterne",,,,,,,,,,,,,,,,,,,,,,,,,,
The Light in the Forest ,"1953), Conrad Richter",,,,,,,,,,,,,,,,,,,,,,,,,,
The Light of Western Stars ,"1914), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Like a Fire is Burning ,"1991), Gerald N. Lund",,,,,,,,,,,,,,,,,,,,,,,,,,
Little Caesar ,"1929), W. R. Burnett",,,,,,,,,,,,,,,,,,,,,,,,,,
The Little Drummer Girl ,"1983), John le Carré",,,,,,,,,,,,,,,,,,,,,,,,,,
The Little White Horse ,"1946), Elizabeth Goudge",,,,,,,,,,,,,,,,,,,,,,,,,,
Live and Let Die ,"1954), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
Live Flesh ,"1986), Ruth Rendell",,,,,,,,,,,,,,,,,,,,,,,,,,
Loaded ,"1995), Christos Tsiolkas",,,,,,,,,,,,,,,,,,,,,,,,,,
Lobo ,"1900), Ernest Thompson Seton",,,,,,,,,,,,,,,,,,,,,,,,,,
Logan's Run ,"1967), William F. Nolan and George Clayton Johnson",,,,,,,,,,,,,,,,,,,,,,,,,,
Lolita ,"1955), Vladimir Nabokov",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lone Star Ranger ,"1915), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
The Long Goodbye ,"1953), Raymond Chandler",,,,,,,,,,,,,,,,,,,,,,,,,,
The Looters ,"1968), John H. Reese",,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Jim ,1899–1900) ,"serial), ",1900) ,"novel), Joseph Conrad",,,,,,,,,,,,,,,,,,,,,,,
Lord of the Flies ,"1954), William Golding",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lord of the Rings ,1953–1955) ,"series), J. R. R. TolkienThe Fellowship of the Ring ",1953)* The Two Towers ,1954)** The Return of the King ,1955),,,,,,,,,,,,,,,,,,,,,,
The Lords of Discipline ,"1980), Pat Conroy",,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Horizon ,"1933), James Hilton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost Ones ,"1961), Donald G. Payne",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost Symbol ,"2009), Dan Brown",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost World ,"1912), Arthur Conan Doyle",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost World ,"1995), Michael Crichton",,,,,,,,,,,,,,,,,,,,,,,,,,
Lottie and Lisa ,Das doppelte Lottchen) ,"1949), Erich Kästner",,,,,,,,,,,,,,,,,,,,,,,,,
The Loved One ,"1948), Evelyn Waugh",,,,,,,,,,,,,,,,,,,,,,,,,,
Love Story ,"1970), Erich Segal* Oliver's Story ","1977), Erich Segal",,,,,,,,,,,,,,,,,,,,,,,,,
The Lovely Bones ,"2002), Alice Sebold",,,,,,,,,,,,,,,,,,,,,,,,,,
The Luck of Barry Lyndon ,"1844), William Makepeace Thackeray",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lucky One ,"2008), Nicholas Sparks",,,,,,,,,,,,,,,,,,,,,,,,,,
El Lugar sin límites ,Hell Has No Limits) ,"1966), José Donoso",,,,,,,,,,,,,,,,,,,,,,,,,
Lunes de fiel ,"1981), Pascal Bruckner",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lusty Men ,"1948), Claude Stanush",,,,,,,,,,,,,,,,,,,,,,,,,,
MacKenna's Gold ,"1963), Henry Wilson Allen ",as Heck Allen),,,,,,,,,,,,,,,,,,,,,,,,,
Madame Doubtfire ,a.k.a. Alias Madame Doubtfire) ,"1987), Anne Fine",,,,,,,,,,,,,,,,,,,,,,,,,
The Maddening ,"1987), Andrew Neiderman",,,,,,,,,,,,,,,,,,,,,,,,,,
"The Magic Bed Knob; or, How to Become a Witch in Ten Easy Lessons ","1943), Mary Norton* Bonfires and Broomsticks ","1945), Mary Norton",,,,,,,,,,,,,,,,,,,,,,,,,
The Magician ,"1908), W. Somerset Maugham",,,,,,,,,,,,,,,,,,,,,,,,,,
Magnificent Obsession ,"1929), Lloyd C. Douglas",,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Eden ,"1909), Jack London",,,,,,,,,,,,,,,,,,,,,,,,,,
Maître du monde ,Master of the World) ,"1904), Jules Verne",,,,,,,,,,,,,,,,,,,,,,,,,
Make Room! Make Room! ,"1966), Harry Harrison",,,,,,,,,,,,,,,,,,,,,,,,,,
The Maltese Falcon ,"1930), Dashiell Hammett",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Called Noon ,"1970), Louis L'Amour",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man in Black ,"1964), Marvin H. Albert",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man in the Gray Flannel Suit ,"1955), Sloan Wilson",,,,,,,,,,,,,,,,,,,,,,,,,,
Man on Fire ,"1980), A. J. Quinnell",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Who Fell to Earth ,"1963), Walter Travis",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Who Never Was ,"1954), Ewen Montagu",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Who Watched the Trains Go By ,"1938), Georges Simenon",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man with the Golden Gun ,"1965), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
The Man Without a Face ,"1972), Isabelle Holland",,,,,,,,,,,,,,,,,,,,,,,,,,
Man Without a Star ,"1952), Lee Dinford",,,,,,,,,,,,,,,,,,,,,,,,,,
The Manchurian Candidate ,"1959), Richard Condon",,,,,,,,,,,,,,,,,,,,,,,,,,
Manon des Sources ,part two of L'Eau des collines) ,"1966), Marcel Pagnol",,,,,,,,,,,,,,,,,,,,,,,,,
Marnie ,"1961), Winston Graham",,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Poppins ,"1934), P. L. Travers",,,,,,,,,,,,,,,,,,,,,,,,,,
MASH: A Novel About Three Army Doctors ,"1968), Richard Hooker",,,,,,,,,,,,,,,,,,,,,,,,,,
Marathon Man ,"1974), William Goldman",,,,,,,,,,,,,,,,,,,,,,,,,,
The Matarese Circle ,"1979), Robert Ludlum",,,,,,,,,,,,,,,,,,,,,,,,,,
Matilda ,"1988), Roald Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice ,"1971), E. M. Forster",,,,,,,,,,,,,,,,,,,,,,,,,,
The Mayor of Casterbridge ,"1886), Thomas Hardy",,,,,,,,,,,,,,,,,,,,,,,,,,
McTeague ,"1899), Frank Norris",,,,,,,,,,,,,,,,,,,,,,,,,,
Me and Earl and the Dying Girl ,"2012), Jesse Andrews",,,,,,,,,,,,,,,,,,,,,,,,,,
The Medusa Touch ,"1973), Peter Van Greenaway",,,,,,,,,,,,,,,,,,,,,,,,,,
The Memoirs of Cleopatra ,"1997), Margaret George",,,,,,,,,,,,,,,,,,,,,,,,,,
The Mephisto Waltz ,"1969), Fred Mustard Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Island ,"1941), Theodore Pratt",,,,,,,,,,,,,,,,,,,,,,,,,,
Merton of the Movies ,"1919), Harry Leon Wilson",,,,,,,,,,,,,,,,,,,,,,,,,,
Message in a Bottle ,"1998), Nicholas Sparks",,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Mayhem ,"1960), Marvin H. Albert* The Lady in Cement ","1961), Marvin H. Albert",,,,,,,,,,,,,,,,,,,,,,,,,
Midnight and Jeremiah ,"1943), Sterling North",,,,,,,,,,,,,,,,,,,,,,,,,,
A Midnight Clear ,"1982), William Wharton",,,,,,,,,,,,,,,,,,,,,,,,,,
The Midwich Cuckoos ,"1957), John Wyndham",,,,,,,,,,,,,,,,,,,,,,,,,,
Mildred Pierce ,"1941), James M. Cain",,,,,,,,,,,,,,,,,,,,,,,,,,
Millennium ,"1983), John Varley",,,,,,,,,,,,,,,,,,,,,,,,,,
Millennium ,2005–2007) ,"series), Stieg LarssonThe Girl with the Dragon Tattoo ",2005)* The Girl Who Played with Fire ,2006)** The Girl Who Kicked the Hornets' Nest ,2007),,,,,,,,,,,,,,,,,,,,,,
"Mine-Haha, or On the Bodily Education of Young Girls ","1903), Frank Wedekind",,,,,,,,,,,,,,,,,,,,,,,,,,
The Mirror Crack'd from Side to Side ,"1962), Agatha Christie",,,,,,,,,,,,,,,,,,,,,,,,,,
Les Misérables ,"1862), Victor Hugo",,,,,,,,,,,,,,,,,,,,,,,,,,
Misery ,"1987), Stephen King",,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Lonelyhearts ,"1933), Nathanael West",,,,,,,,,,,,,,,,,,,,,,,,,,
Moby-Dick ,"1851), Herman Melville",,,,,,,,,,,,,,,,,,,,,,,,,,
Moderato Cantabile ,"1958), Marguerite Duras",,,,,,,,,,,,,,,,,,,,,,,,,,
The Molly Maguires ,"1969), Arthur H. Lewis",,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey in the Middle ,"1973), Robert Syd Hopkins ",as Robert Rostand),,,,,,,,,,,,,,,,,,,,,,,,,
The Monster from Earth's End ,"1959), Murray Leinster",,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Rides Again ,"1934), Max Brand",,,,,,,,,,,,,,,,,,,,,,,,,,
The Moon and Sixpence ,"1919), W. Somerset Maugham",,,,,,,,,,,,,,,,,,,,,,,,,,
Moonraker ,"1955), Ian Fleming",,,,,,,,,,,,,,,,,,,,,,,,,,
The Moon-Spinners ,"1962), Mary Stewart",,,,,,,,,,,,,,,,,,,,,,,,,,
The Moonstone ,"1868), Wilkie Collins",,,,,,,,,,,,,,,,,,,,,,,,,,
Morpho Eugenia ,"1992), A. S. Byatt",,,,,,,,,,,,,,,,,,,,,,,,,,
The Mortal Instruments ,2007–2013) ,"series), Cassandra Clare",,,,,,,,,,,,,,,,,,,,,,,,,
Le Morte d'Arthur ,The Death of Arthur) ,"1485), Sir Thomas Malory",,,,,,,,,,,,,,,,,,,,,,,,,
The Mosquito Coast ,"1981), Paul Theroux",,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Carey's Chickens ,"1911), Kate Douglas Wiggin",,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Night ,"1961), Kurt Vonnegut",,,,,,,,,,,,,,,,,,,,,,,,,,
A Mother's Gift ,"2001), Britney Spears and Lynne Spears",,,,,,,,,,,,,,,,,,,,,,,,,,
The Moving Target ,"1949), Ross Macdonald ",as John Macdonald),,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Hobbs' Vacation ,"1954), Edward Streeter",,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Limpet ,"1942), Theodore Pratt",,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Winkle Goes to War ,"1943), Theodore Pratt",,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Frisby and the Rats of NIMH ,"1971), Robert C. O'Brien",,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs McGinty's Dead ,"1952), Agatha Christie",,,,,,,,,,,,,,,,,,,,,,,,,,
Mud on the Stars' ,"1942), William Bradford Huie",,,,,,,,,,,,,,,,,,,,,,,,,,
La Mujer de mi Hermano ,My Brother's Wife) ,"2002), Jaime Bayly",,,,,,,,,,,,,,,,,,,,,,,,,
A Mule for the Marquesa ,"1964), Frank O'Rourke",,,,,,,,,,,,,,,,,,,,,,,,,,
Murder in Amityville ,"1979), Hans Holzer",,,,,,,,,,,,,,,,,,,,,,,,,,
Murder on the Orient Express ,"1934), Agatha Christie",,,,,,,,,,,,,,,,,,,,,,,,,,
Murphy’s Romance: A Novel ,"1980), Max Schott",,,,,,,,,,,,,,,,,,,,,,,,,,
Mute Witness ,"1963), Robert L. Pike ",as Robert L. Fish),,,,,,,,,,,,,,,,,,,,,,,,,
My Ántonia ,"1918), Willa Cather",,,,,,,,,,,,,,,,,,,,,,,,,,
My Philadelphia Father ,"1955), Anthony Joseph Drexel Biddle, Sr. ",as Cordelia Drexel Biddle),,,,,,,,,,,,,,,,,,,,,,,,,
My Friend Flicka ,"1941), Mary O'Hara",,,,,,,,,,,,,,,,,,,,,,,,,,
My Kingdom for a Woman ,"1952), Ismet Regeila",,,,,,,,,,,,,,,,,,,,,,,,,,
My Reminiscences as a Cowboy ,"1930), Frank Harris",,,,,,,,,,,,,,,,,,,,,,,,,,
The Mystery of Edwin Drood ,unfinished) ,"1870), Charles Dickens",,,,,,,,,,,,,,,,,,,,,,,,,
The Mysterious Island ,The Mysterious Island) ,"1874), Jules Verne",,,,,,,,,,,,,,,,,,,,,,,,,
Mystic River ,"2001), Dennis Lehane",,,,,,,,,,,,,,,,,,,,,,,,,,
The Name of the Rose ,"1980), Umberto Eco",,,,,,,,,,,,,,,,,,,,,,,,,,
The Naked and the Dead ,"1948), Norman Mailer",,,,,,,,,,,,,,,,,,,,,,,,,,
The Naked Country ,"1960), Morris West ","as ""Michael East"")",,,,,,,,,,,,,,,,,,,,,,,,,
The Naked Face ,"1970), Sidney Sheldon",,,,,,,,,,,,,,,,,,,,,,,,,,
Naked Lunch ,"1959), William S. Burroughs",,,,,,,,,,,,,,,,,,,,,,,,,,
The Nanny ,"1987), Dan Greenburg",,,,,,,,,,,,,,,,,,,,,,,,,,
The Nanny Diaries ,"2002), Emma McLaughlin and Nicola Kraus",,,,,,,,,,,,,,,,,,,,,,,,,,
The Natural ,"1952), Bernard Malamud",,,,,,,,,,,,,,,,,,,,,,,,,,
National Velvet ,"1935), Enid Bagnold",,,,,,,,,,,,,,,,,,,,,,,,,,
Nest in a Fallen Tree ,"1967), Joy Cowley",,,,,,,,,,,,,,,,,,,,,,,,,,
The Net ,"1912), Rex Beach",,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada ,"1928), Zane Grey",,,,,,,,,,,,,,,,,,,,,,,,,,
Never Cry Wolf ,"1963), Farley Mowat",,,,,,,,,,,,,,,,,,,,,,,,,,
The Neverending Story ,"1979), Michael Ende",,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Nickleby ,1838–1839) ,"serial), ",1839) ,"novel), Charles Dickens",,,,,,,,,,,,,,,,,,,,,,,
